region,service,mode,submode,subsector,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,Units
Mexico,Passenger,Road,4W,Mini Car,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,vkt/veh/yr
South America_Northern,Passenger,Road,4W,Mini Car,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,vkt/veh/yr
South America_Southern,Passenger,Road,4W,Mini Car,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,vkt/veh/yr
Argentina,Passenger,Road,4W,Subcompact Car,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,vkt/veh/yr
Central America and Caribbean,Passenger,Road,4W,Subcompact Car,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,vkt/veh/yr
Colombia,Passenger,Road,4W,Subcompact Car,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,vkt/veh/yr
Mexico,Passenger,Road,4W,Subcompact Car,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,vkt/veh/yr
South America_Northern,Passenger,Road,4W,Subcompact Car,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,vkt/veh/yr
South America_Southern,Passenger,Road,4W,Subcompact Car,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,vkt/veh/yr
Middle East,Passenger,Road,2W,Motorcycle (50-250cc),5e3,5e3,5e3,5e3,5e3,5e3,5e3,5e3,5e3,5e3,5e3,5e3,5e3,5e3,5e3,5e3,5e3,5e3,5e3,5e3,5e3,5e3,5e3,5e3,5e3,5e3,vkt/veh/yr
Middle East,Passenger,Road,4W,Compact Car,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,vkt/veh/yr
Middle East,Passenger,Road,4W,Large Car and SUV,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,vkt/veh/yr
Middle East,Passenger,Road,4W,Mini Car,1e4,1e4,1e4,1e4,1e4,1e4,1e4,1e4,1e4,1e4,1e4,1e4,1e4,1e4,1e4,1e4,1e4,1e4,1e4,1e4,1e4,1e4,1e4,1e4,1e4,1e4,vkt/veh/yr
Middle East,Passenger,Road,4W,Subcompact Car,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,14e3,vkt/veh/yr
China,Passenger,Road,2W,Moped,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,vkt/veh/yr
Indonesia,Passenger,Road,2W,Moped,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,vkt/veh/yr
Pakistan,Passenger,Road,2W,Moped,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,vkt/veh/yr
South Asia,Passenger,Road,2W,Moped,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,vkt/veh/yr
Southeast Asia,Passenger,Road,2W,Moped,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,vkt/veh/yr
Taiwan,Passenger,Road,2W,Moped,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,vkt/veh/yr
Indonesia,Passenger,Road,2W,Motorcycle (50-250cc),8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,vkt/veh/yr
Pakistan,Passenger,Road,2W,Motorcycle (50-250cc),8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,vkt/veh/yr
South Asia,Passenger,Road,2W,Motorcycle (50-250cc),8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,vkt/veh/yr
Southeast Asia,Passenger,Road,2W,Motorcycle (50-250cc),8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,vkt/veh/yr
Taiwan,Passenger,Road,2W,Motorcycle (50-250cc),8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,vkt/veh/yr
China,Passenger,Road,2W,Scooter,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,vkt/veh/yr
Indonesia,Passenger,Road,2W,Scooter,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,vkt/veh/yr
Pakistan,Passenger,Road,2W,Scooter,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,vkt/veh/yr
South Asia,Passenger,Road,2W,Scooter,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,vkt/veh/yr
Southeast Asia,Passenger,Road,2W,Scooter,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,vkt/veh/yr
Taiwan,Passenger,Road,2W,Scooter,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,vkt/veh/yr
Indonesia,Passenger,Road,3W,Three-Wheeler,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,vkt/veh/yr
Pakistan,Passenger,Road,3W,Three-Wheeler,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,vkt/veh/yr
South Asia,Passenger,Road,3W,Three-Wheeler,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,vkt/veh/yr
Southeast Asia,Passenger,Road,3W,Three-Wheeler,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,vkt/veh/yr
Taiwan,Passenger,Road,3W,Three-Wheeler,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,8478,vkt/veh/yr
Indonesia,Passenger,Road,4W,Compact Car,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,vkt/veh/yr
Pakistan,Passenger,Road,4W,Compact Car,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,vkt/veh/yr
South Asia,Passenger,Road,4W,Compact Car,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,vkt/veh/yr
Southeast Asia,Passenger,Road,4W,Compact Car,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,vkt/veh/yr
Taiwan,Passenger,Road,4W,Compact Car,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,10401,vkt/veh/yr
Indonesia,Passenger,Road,4W,Mini Car,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,vkt/veh/yr
Pakistan,Passenger,Road,4W,Mini Car,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,vkt/veh/yr
South Asia,Passenger,Road,4W,Mini Car,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,vkt/veh/yr
Southeast Asia,Passenger,Road,4W,Mini Car,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,vkt/veh/yr
Taiwan,Passenger,Road,4W,Mini Car,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,10391,vkt/veh/yr
China,Passenger,Road,4W,Multipurpose Vehicle,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,vkt/veh/yr
Indonesia,Passenger,Road,4W,Multipurpose Vehicle,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,vkt/veh/yr
Pakistan,Passenger,Road,4W,Multipurpose Vehicle,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,vkt/veh/yr
South Asia,Passenger,Road,4W,Multipurpose Vehicle,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,vkt/veh/yr
Southeast Asia,Passenger,Road,4W,Multipurpose Vehicle,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,vkt/veh/yr
Taiwan,Passenger,Road,4W,Multipurpose Vehicle,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,9466,vkt/veh/yr
Indonesia,Passenger,Road,4W,Subcompact Car,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,vkt/veh/yr
Pakistan,Passenger,Road,4W,Subcompact Car,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,vkt/veh/yr
South Asia,Passenger,Road,4W,Subcompact Car,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,vkt/veh/yr
Southeast Asia,Passenger,Road,4W,Subcompact Car,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,vkt/veh/yr
Taiwan,Passenger,Road,4W,Subcompact Car,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,10392,vkt/veh/yr
USA,Passenger,Road,2W,Motorcycle (>250cc),3438,3438,3438,3438,3438,3438,3438,3438,3438,3438,3438,3438,3438,3438,3438,3438,3438,3438,3438,3438,3438,3438,3438,3438,3438,3438,vkt/veh/yr
USA,Passenger,Road,4W,Compact Car,19204,19204,19204,19204,19204,19204,19204,19204,19204,19204,19204,19204,19204,19204,19204,19204,19204,19204,19204,19204,19204,19204,19204,19204,19204,19204,vkt/veh/yr
USA,Passenger,Road,4W,Large Car,19204,19204,19204,19204,19204,19204,19204,19204,19204,19204,19204,19204,19204,19204,19204,19204,19204,19204,19204,19204,19204,19204,19204,19204,19204,19204,vkt/veh/yr
USA,Passenger,Road,4W,Light Truck and SUV,16587,16587,16587,16587,16587,16587,16587,16587,16587,16587,16587,16587,16587,16587,16587,16587,16587,16587,16587,16587,16587,16587,16587,16587,16587,16587,vkt/veh/yr
USA,Passenger,Road,4W,Midsize Car,19204,19204,19204,19204,19204,19204,19204,19204,19204,19204,19204,19204,19204,19204,19204,19204,19204,19204,19204,19204,19204,19204,19204,19204,19204,19204,vkt/veh/yr
EU-15,Passenger,Road,2W,Moped,3606,3606,3606,3606,3606,3606,3606,3606,3606,3606,3606,3606,3606,3606,3606,3606,3606,3606,3606,3606,3606,3606,3606,3606,3606,3606,vkt/veh/yr
European Free Trade Association,Passenger,Road,2W,Moped,3606,3606,3606,3606,3606,3606,3606,3606,3606,3606,3606,3606,3606,3606,3606,3606,3606,3606,3606,3606,3606,3606,3606,3606,3606,3606,vkt/veh/yr
EU-15,Passenger,Road,2W,Motorcycle (>250cc),4327,4327,4327,4327,4327,4327,4327,4327,4327,4327,4327,4327,4327,4327,4327,4327,4327,4327,4327,4327,4327,4327,4327,4327,4327,4327,vkt/veh/yr
European Free Trade Association,Passenger,Road,2W,Motorcycle (>250cc),4327,4327,4327,4327,4327,4327,4327,4327,4327,4327,4327,4327,4327,4327,4327,4327,4327,4327,4327,4327,4327,4327,4327,4327,4327,4327,vkt/veh/yr
EU-15,Passenger,Road,2W,Motorcycle (50-250cc),4377,4377,4377,4377,4377,4377,4377,4377,4377,4377,4377,4377,4377,4377,4377,4377,4377,4377,4377,4377,4377,4377,4377,4377,4377,4377,vkt/veh/yr
European Free Trade Association,Passenger,Road,2W,Motorcycle (50-250cc),4377,4377,4377,4377,4377,4377,4377,4377,4377,4377,4377,4377,4377,4377,4377,4377,4377,4377,4377,4377,4377,4377,4377,4377,4377,4377,vkt/veh/yr
EU-15,Passenger,Road,4W,Compact Car,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,vkt/veh/yr
European Free Trade Association,Passenger,Road,4W,Compact Car,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,vkt/veh/yr
EU-15,Passenger,Road,4W,Large Car and SUV,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,vkt/veh/yr
European Free Trade Association,Passenger,Road,4W,Large Car and SUV,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,vkt/veh/yr
EU-15,Passenger,Road,4W,Subcompact Car,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,vkt/veh/yr
European Free Trade Association,Passenger,Road,4W,Subcompact Car,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,vkt/veh/yr
Central America and Caribbean,Passenger,Road,4W,Van,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,vkt/veh/yr
EU-15,Passenger,Road,4W,Van,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,vkt/veh/yr
European Free Trade Association,Passenger,Road,4W,Van,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,vkt/veh/yr
